[547, 407, 265, 391, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583, 159]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583, 159]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583, 544]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583, 544]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 240, 377, 410, 335, 140, 612, 399, 496, 28, 583, 544]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 377, 410, 335, 140, 612, 399, 496, 28, 583, 159, 104]
[547, 407, 265, 397, 210, 325, 54, 293, 318, 377, 410, 335, 140, 612, 399, 496, 28, 583, 159, 104]
[387, 0, 218, 249, 340, 172, 386, 191, 286, 355, 392, 128, 138, 21, 581, 385, 165, 38, 548, 361]
[387, 0, 218, 249, 340, 172, 386, 191, 286, 355, 392, 128, 138, 21, 581, 385, 165, 38, 548, 361]
[504, 435, 297, 396, 108, 523, 417, 163, 150, 89, 460, 521, 549, 567, 139, 211, 293, 17, 469, 479]
[504, 435, 297, 396, 108, 523, 417, 163, 150, 89, 460, 521, 549, 567, 139, 211, 293, 17, 469, 479]
[504, 435, 297, 396, 108, 523, 417, 163, 150, 89, 460, 521, 549, 567, 139, 211, 293, 17, 469, 479]
[605, 315, 570, 205, 462, 486, 4, 212, 350, 262, 420, 138, 21, 581, 385, 165, 38, 548, 361, 59]
[605, 315, 570, 205, 462, 486, 4, 212, 350, 262, 420, 138, 21, 581, 385, 165, 38, 548, 361, 59]
[605, 315, 570, 205, 462, 486, 4, 212, 350, 262, 420, 138, 21, 581, 385, 165, 38, 548, 361, 59]
[605, 315, 570, 205, 462, 486, 4, 212, 350, 262, 420, 138, 21, 581, 385, 165, 38, 548, 361, 59]
[504, 435, 396, 108, 523, 417, 163, 150, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 59, 276]
[504, 435, 396, 108, 523, 417, 163, 150, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 59, 276]
[504, 435, 396, 108, 523, 417, 163, 150, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 59, 276]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 435, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 190]
[504, 396, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 275]
[504, 396, 396, 108, 523, 417, 163, 89, 460, 138, 21, 581, 385, 165, 38, 548, 361, 535, 204, 275]
